,bike_name,price,kms_driven,age,brand,Owner_Type
515,Royal Enfield Classic,98000,7300,7,Royal Enfield,0
516,Honda Livo 110cc,53400,1500,3,Honda,0
517,Bajaj Pulsar RS200,120000,8700,5,Bajaj,0
518,Honda CB Unicorn,58000,44580,5,Honda,0
519,Yamaha YZF-R15 2.0,97000,10473,3,Yamaha,0
520,Bajaj Platina ,38000,29451,5,Bajaj,0
521,Bajaj Discover 125cc,24500,14324,6,Bajaj,0
522,KTM Duke 125cc,129000,1123,2,KTM,0
523,Bajaj Boxer BM150,20000,28000,9,Bajaj,0
524,Royal Enfield Classic,123000,900,4,Royal Enfield,0
525,Royal Enfield Bullet,62000,70000,14,Royal Enfield,0
526,Yamaha YZF-R15 2.0,82000,14180,7,Yamaha,0
527,Honda CB Shine,24500,26453,9,Honda,0
528,Yamaha FZ S,59300,9107,3,Yamaha,0
529,Hero Glamour 125cc,41000,35000,7,Hero,0
530,Yamaha FZ S,80000,6300,3,Yamaha,0
531,Royal Enfield Classic,93500,10100,7,Royal Enfield,2
532,Honda CBR 250R,130000,14500,8,Honda,2
533,KTM Duke 390cc,155000,21250,5,KTM,0
534,Bajaj Pulsar 220F,75000,15000,4,Bajaj,0
535,Suzuki Slingshot Plus,25000,16801,6,Suzuki,0
536,Bajaj Pulsar 180cc,53000,10000,5,Bajaj,0
537,TVS Apache RTR,50390,45949,4,TVS,0
538,Honda CBR 150R,93200,6500,5,Honda,0
539,Honda CBR 150R,55000,2000,9,Honda,0
540,Bajaj V15 150cc,43000,6336,4,Bajaj,0
541,Yamaha YZF-R15 2.0,82000,14180,7,Yamaha,0
542,Royal Enfield Classic,123000,900,4,Royal Enfield,0
543,Royal Enfield Bullet,62000,70000,14,Royal Enfield,0
544,KTM RC 390cc,150000,4981,6,KTM,0
545,Bajaj Discover 100cc,22500,25431,9,Bajaj,0
546,Yamaha FZ S,59300,9107,3,Yamaha,0
547,Bajaj Avenger Street,69000,15000,3,Bajaj,0
548,Bajaj Discover 125cc,24500,14324,6,Bajaj,0
549,Bajaj Pulsar NS200,75800,6500,3,Bajaj,0
550,Hero Glamour 125cc,41000,35000,7,Hero,0
551,Yamaha FZ S,80000,6300,3,Yamaha,0
552,Royal Enfield Classic,93500,10100,7,Royal Enfield,2
553,KTM Duke 125cc,129000,1123,2,KTM,0
554,Honda CB Shine,24500,26453,9,Honda,0
555,TVS Star City,30000,22000,9,TVS,0
558,TVS Apache RTR,58000,14000,5,TVS,0
559,Bajaj Avenger Street,60000,10300,5,Bajaj,0
560,Suzuki Intruder 150cc,75200,16000,3,Suzuki,0
561,Royal Enfield Classic,130000,6200,4,Royal Enfield,0
562,Bajaj Pulsar 180cc,26900,20000,9,Bajaj,0
563,KTM Duke 200cc,145000,15000,4,KTM,0
564,KTM RC 390cc,154000,8000,6,KTM,0
566,Royal Enfield Classic,105000,20000,6,Royal Enfield,0
568,Royal Enfield Bullet,89900,20000,6,Royal Enfield,0
569,Hero Passion Pro,25000,16000,7,Hero,0
571,KTM RC 390cc,150000,11500,5,KTM,0
572,Honda CBR 150R,60000,21000,6,Honda,2
573,Royal Enfield Thunderbird,110000,37000,7,Royal Enfield,0
574,Honda CB Trigger,42000,25868,8,Honda,0
575,Yamaha YZF-R15 150cc,106000,4508,4,Yamaha,0
576,Bajaj Pulsar 150cc,34000,17501,10,Bajaj,0
577,Honda CB Hornet,55000,25000,5,Honda,0
579,Bajaj Platina 100cc,41000,15800,4,Bajaj,0
580,Royal Enfield Thunderbird,110000,37000,7,Royal Enfield,0
581,Honda CB Trigger,42000,25868,8,Honda,0
583,Royal Enfield Classic,105000,20000,6,Royal Enfield,0
585,Honda CB Shine,22000,42554,6,Honda,0
586,KTM Duke 390cc,165147,12000,4,KTM,0
587,Royal Enfield Classic,90000,13140,8,Royal Enfield,0
588,KTM RC 200cc,140000,9500,5,KTM,0
590,Royal Enfield Thunderbird,70000,11000,7,Royal Enfield,0
591,Suzuki Gixxer SF,58000,29451,6,Suzuki,0
592,Hero Splendor Plus,32000,21884,8,Hero,2
594,TVS Apache RTR,91800,1050,2,TVS,0
595,Royal Enfield Classic,119000,10544,9,Royal Enfield,0
596,Hero Splendor Plus,23000,30000,7,Hero,0
598,Bajaj Avenger Street,43000,17000,5,Bajaj,0
599,Bajaj Pulsar 220F,45000,5800,7,Bajaj,0
600,Hero Passion Pro,42000,6500,5,Hero,0
602,KTM Duke 200cc,72250,6282,5,KTM,0
603,Honda CBF Stunner,18200,40000,9,Honda,0
606,Yamaha YZF-R15 150cc,106000,4508,4,Yamaha,0
607,TVS Apache RTR,58000,14000,5,TVS,0
609,Hyosung GT250R,140000,2881,7,Hyosung,0
611,Hero Xtreme 200R,72000,3490,3,Hero,0
612,Yamaha FZ16 150cc,18000,39859,11,Yamaha,0
615,Honda CB Unicorn,29000,9000,9,Honda,0
616,Royal Enfield Classic,120000,11795,5,Royal Enfield,0
619,Bajaj V15 150cc,35000,26000,2,Bajaj,0
620,Royal Enfield Classic,115000,14000,4,Royal Enfield,0
621,Hero Passion Pro,25000,20000,8,Hero,0
622,Royal Enfield Classic,143500,5700,3,Royal Enfield,0
623,Royal Enfield Classic,118000,10000,4,Royal Enfield,0
624,Royal Enfield Classic,129500,6300,3,Royal Enfield,0
625,Yamaha FZ25 ABS,138000,7253,2,Yamaha,0
626,Bajaj Avenger 220cc,63000,19333,4,Bajaj,0
628,Yamaha FZs 150cc,77500,45,3,Yamaha,0
629,Royal Enfield Classic,99000,32158,6,Royal Enfield,0
630,Bajaj Platina 100cc,27000,29858,4,Bajaj,0
631,Bajaj Avenger 220cc,44000,27000,6,Bajaj,0
632,Bajaj Pulsar 150cc,28000,70251,13,Bajaj,0
633,Yamaha SZR 150cc,22000,19000,9,Yamaha,0
634,Bajaj Platina 100cc,19000,23420,10,Bajaj,0
635,KTM RC 200cc,126999,22000,5,KTM,0
636,TVS Star Sport,25000,41000,8,TVS,0
637,Bajaj Pulsar NS200,90000,12500,3,Bajaj,0
638,Honda CB Hornet,89000,800,2,Honda,0
639,Bajaj Pulsar 150cc,47000,13935,5,Bajaj,0
640,Bajaj Dominar 400,119500,12000,4,Bajaj,0
641,Royal Enfield Classic,130000,20000,3,Royal Enfield,0
642,Bajaj Avenger Street,62000,11500,4,Bajaj,0
643,Bajaj Avenger Street,70000,7000,3,Bajaj,0
644,Bajaj Discover 100M,31000,21447,7,Bajaj,0
645,Bajaj CT 100,41500,15000,3,Bajaj,0
646,Hero Splendor Plus,52500,9000,3,Hero,0
647,TVS Apache RTR,36000,2980,6,TVS,0
648,Honda CB Shine,40000,17600,5,Honda,0
649,Royal Enfield Classic,143500,5700,3,Royal Enfield,0
650,Royal Enfield Classic,118000,10000,4,Royal Enfield,0
651,Royal Enfield Classic,129500,6300,3,Royal Enfield,0
652,Yamaha FZ25 ABS,138000,7253,2,Yamaha,0
653,Bajaj Avenger 220cc,63000,19333,4,Bajaj,0
655,Yamaha FZs 150cc,77500,45,3,Yamaha,0
656,Royal Enfield Classic,99000,32158,6,Royal Enfield,0
657,Bajaj Platina 100cc,27000,29858,4,Bajaj,0
658,Bajaj Avenger 220cc,44000,27000,6,Bajaj,0
659,Hyosung Aquila 250,160000,5000,6,Hyosung,0
662,Royal Enfield Classic,115000,14000,4,Royal Enfield,0
663,Honda CB Unicorn,29000,9000,9,Honda,0
664,TVS Apache RTR,89000,3000,2,TVS,0
665,Bajaj Pulsar 150cc,34000,26840,9,Bajaj,0
666,Yamaha YZF-R15 V3,112000,4000,3,Yamaha,0
667,Honda CB Trigger,27000,35000,7,Honda,0
668,Hero Passion Pro,25000,28000,8,Hero,0
669,Suzuki Gixxer SF,39100,16000,6,Suzuki,0
670,Bajaj Pulsar 220F,58500,11500,5,Bajaj,2
671,Royal Enfield Classic,126000,20556,6,Royal Enfield,0
672,Hero Hunk 150cc,45000,40500,5,Hero,0
673,Bajaj V15 150cc,48000,13000,5,Bajaj,0
674,Bajaj V15 150cc,44800,30000,5,Bajaj,0
675,Bajaj Discover 135cc,20300,39450,14,Bajaj,0
676,Bajaj Avenger Street,62000,18500,5,Bajaj,0
677,Hero Karizma ZMR,45000,23695,8,Hero,0
678,Bajaj V15 150cc,45000,33000,5,Bajaj,0
679,Hero CD Dawn,16000,50000,9,Hero,0
680,Honda CB Trigger,43300,21000,8,Honda,0
681,Royal Enfield Classic,135000,18100,5,Royal Enfield,0
682,TVS Apache RTR,70000,9761,5,TVS,2
683,Hero Karizma ZMR,75700,14000,5,Hero,0
684,Royal Enfield Thunderbird,110000,28500,8,Royal Enfield,0
685,Bajaj Pulsar RS200,95000,11000,6,Bajaj,0
687,Royal Enfield Classic,113000,13000,5,Royal Enfield,0
688,Honda CB Trigger,40000,40600,7,Honda,0
689,Honda Dream Yuga,24000,52345,7,Honda,0
690,Bajaj Pulsar RS200,101300,22500,4,Bajaj,0
691,Hero Ignitor Disc,28000,33000,8,Hero,0
692,Bajaj V15 150cc,57000,500,4,Bajaj,0
693,Bajaj Pulsar RS200,89100,13800,4,Bajaj,2
694,Royal Enfield Bullet,108000,5000,5,Royal Enfield,0
695,TVS Apache RTR,93000,7500,3,TVS,0
696,Bajaj Avenger Street,54000,8000,5,Bajaj,0
697,Royal Enfield Bullet,119000,1403,4,Royal Enfield,0
698,Hero Passion 100cc,21100,30000,16,Hero,0
699,Bajaj Avenger Street,75000,5399,4,Bajaj,0
700,Bajaj Pulsar 135LS,22000,40000,13,Bajaj,0
701,Bajaj Pulsar NS200,79999,10922,4,Bajaj,0
702,Suzuki Gixxer SF,85000,6000,4,Suzuki,0
703,Suzuki Gixxer 150cc,52200,4500,4,Suzuki,0
704,Bajaj V15 150cc,48000,27098,5,Bajaj,0
705,Royal Enfield Classic,120000,14164,6,Royal Enfield,0
706,Royal Enfield Classic,120000,16562,4,Royal Enfield,0
707,Hero CD Deluxe,29500,21017,9,Hero,0
708,Hero Splendor Plus,51300,2800,2,Hero,0
709,Hero Passion Pro,35242,3000,5,Hero,0
710,Bajaj Avenger 220cc,65000,20000,7,Bajaj,0
711,KTM RC 200cc,110000,26000,6,KTM,0
712,Bajaj Pulsar AS200,70000,25000,5,Bajaj,0
713,Bajaj Avenger Cruise,68000,5800,4,Bajaj,0
714,Hero Passion Xpro,30000,26000,8,Hero,0
715,TVS Sport 100cc,30000,8000,5,TVS,0
716,Yamaha FZ25 250cc,108000,9700,4,Yamaha,0
717,Bajaj Dominar 400,150000,3300,4,Bajaj,0
718,Royal Enfield Thunderbird,174600,9200,4,Royal Enfield,0
719,Honda CB Trigger,33000,44020,7,Honda,0
720,Bajaj Pulsar RS200,91500,7000,6,Bajaj,0
721,Bajaj Pulsar RS200,94500,10000,6,Bajaj,0
722,Bajaj Pulsar RS200,80000,17000,6,Bajaj,0
723,Suzuki Intruder SP,90000,12000,3,Suzuki,0
724,Bajaj Discover 125ST,26900,31000,8,Bajaj,0
725,Royal Enfield Bullet,72378,21496,9,Royal Enfield,0
726,Royal Enfield Bullet,110000,9000,4,Royal Enfield,0
727,Bajaj Discover 100cc,17500,52018,7,Bajaj,0
729,Bajaj Dominar 400,150800,7000,3,Bajaj,0
730,Bajaj Pulsar 150cc,55000,15558,4,Bajaj,0
731,Bajaj Pulsar RS200,110000,5700,6,Bajaj,0
732,Royal Enfield Classic,120000,28000,7,Royal Enfield,0
733,TVS Apache RR310,199999,6550,3,TVS,0
734,Yamaha YZF-R15 2.0,58000,35000,6,Yamaha,2
735,Hero Passion Xpro,32000,28329,6,Hero,0
736,Bajaj Discover 150cc,31500,26000,7,Bajaj,0
737,Bajaj Discover 150cc,21000,40000,9,Bajaj,0
738,Hero Passion Plus,20000,22500,12,Hero,0
739,Honda CB Shine,52000,3840,3,Honda,0
740,TVS Apache RTR,90000,2684,3,TVS,0
741,Royal Enfield Classic,154900,7050,3,Royal Enfield,0
742,Royal Enfield Thunderbird,125000,33000,4,Royal Enfield,0
743,Yamaha YZF-R15 V3,95000,24500,3,Yamaha,0
744,Bajaj V15 150cc,51900,25000,4,Bajaj,0
745,TVS Apache RTR,40000,34400,5,TVS,0
746,Bajaj Dominar 400,130000,25000,3,Bajaj,0
747,Honda CBR 150R,60000,30000,9,Honda,0
748,Royal Enfield Classic,133600,3000,5,Royal Enfield,0
749,Honda CB Shine,28000,36000,11,Honda,0
750,Hero Splendor Plus,20600,30000,9,Hero,0
751,Royal Enfield Classic,112000,25000,6,Royal Enfield,0
752,TVS Apache RTR,55000,20000,6,TVS,0
753,Honda Livo 110cc,40000,14168,5,Honda,0
754,Hero CBZ 150cc,21000,50000,10,Hero,0
755,Suzuki Gixxer SF,84000,3200,4,Suzuki,0
756,KTM Duke 390cc,160000,10500,5,KTM,0
757,TVS Apache RTR,74700,20194,2,TVS,0
758,Yamaha FZS FI,48600,20559,4,Yamaha,0
759,Honda CB Unicorn,39300,53000,5,Honda,0
760,Suzuki GS 150,26900,53000,9,Suzuki,0
761,Royal Enfield Machismo,100000,48000,12,Royal Enfield,0
762,Yamaha FZ25 250cc,85000,13000,4,Yamaha,0
763,Hero CBZ Xtreme,30000,46700,10,Hero,0
764,Yamaha SZ RR,61000,10000,4,Yamaha,0
765,Yamaha YZF-R15 2.0,69825,28261,4,Yamaha,0
766,Royal Enfield Bullet,85000,23399,6,Royal Enfield,3
767,Bajaj Discover 135cc,20000,38576,11,Bajaj,0
768,Hero CBZ Xtreme,23500,22000,10,Hero,0
769,Suzuki Gixxer 150cc,60000,40997,6,Suzuki,0
770,Yamaha YZF-R15 2.0,75000,39000,5,Yamaha,0
771,Royal Enfield Classic,120000,28000,7,Royal Enfield,0
772,TVS Apache RR310,199999,6550,3,TVS,0
773,Yamaha YZF-R15 2.0,58000,35000,6,Yamaha,2
774,Bajaj Discover 150cc,21000,40000,9,Bajaj,0
775,Hero Passion Plus,20000,22500,12,Hero,0
776,Honda CB Shine,52000,3840,3,Honda,0
777,Yamaha FZ S,68900,16980,4,Yamaha,2
778,TVS Apache RTR,59999,35958,5,TVS,0
779,Yamaha FZ V,65000,15000,3,Yamaha,0
780,Hyosung GT250R,183000,11439,7,Hyosung,0
781,TVS Apache RTR,66400,12500,5,TVS,0
782,Honda CB Shine,31500,56423,8,Honda,0
783,Royal Enfield Classic,130000,11200,3,Royal Enfield,0
784,Bajaj Pulsar RS200,100000,11760,4,Bajaj,0
785,TVS Apache RTR,26500,22000,10,TVS,0
786,Hero Honda Splendor,23000,24121,10,Hero,0
787,Hero Xtreme 200R,66000,1112,2,Hero,0
788,Yamaha YZF-R15 2.0,75000,13000,6,Yamaha,0
789,KTM RC 200cc,170000,4600,2,KTM,0
790,Bajaj Pulsar 150cc,45000,22000,6,Bajaj,0
791,Honda Dream Neo,36500,9000,3,Honda,0
792,TVS Apache RTR,40200,43000,7,TVS,0
793,Bajaj Discover 150cc,16000,22141,7,Bajaj,0
794,Bajaj Discover 135cc,19784,89748,13,Bajaj,0
795,Yamaha YZF-R15 V3,110900,4200,3,Yamaha,0
796,Royal Enfield Classic,135000,9000,3,Royal Enfield,0
797,Honda CB Hornet,72500,9500,4,Honda,0
798,Bajaj Platina ,33000,14000,4,Bajaj,0
799,Bajaj Pulsar RS200,94300,13000,6,Bajaj,0
800,Bajaj Pulsar 220F,22000,35000,11,Bajaj,0
801,Honda CBR 150R,110000,23500,4,Honda,0
802,KTM RC 200cc,118000,25000,7,KTM,0
803,Bajaj Platina 100cc,14800,39525,11,Bajaj,0
804,Royal Enfield Thunderbird,133700,2000,3,Royal Enfield,0
805,Hero Ignitor 125cc,23000,25000,6,Hero,2
806,Bajaj Pulsar 200cc,20000,20000,10,Bajaj,0
807,Royal Enfield Classic,115000,25000,6,Royal Enfield,0
808,Bajaj Discover 125ST,18500,20000,9,Bajaj,0
809,Bajaj Dominar 400,170000,4000,3,Bajaj,0
810,Royal Enfield Classic,114000,7500,4,Royal Enfield,0
811,Hero Splendor iSmart,36000,9500,5,Hero,0
812,Royal Enfield Thunderbird,98000,26000,5,Royal Enfield,0
813,Bajaj V15 150cc,50000,17000,5,Bajaj,0
814,Bajaj Dominar 400,150800,7000,3,Bajaj,0
815,Bajaj Pulsar 150cc,55000,15558,4,Bajaj,0
816,Bajaj Pulsar RS200,110000,5700,6,Bajaj,0
817,Hero Passion Xpro,32000,28329,6,Hero,0
818,Bajaj Discover 150cc,31500,26000,7,Bajaj,0
819,TVS Apache RTR,90000,2684,3,TVS,0
820,Royal Enfield Classic,154900,7050,3,Royal Enfield,0
821,Royal Enfield Thunderbird,125000,33000,4,Royal Enfield,0
822,Yamaha YZF-R15 V3,95000,24500,3,Yamaha,0
823,Bajaj V15 150cc,51900,25000,4,Bajaj,0
824,TVS Apache RTR,40000,34400,5,TVS,0
825,Bajaj Dominar 400,130000,25000,3,Bajaj,0
826,Honda CBR 150R,60000,30000,9,Honda,0
827,Royal Enfield Classic,133600,3000,5,Royal Enfield,0
828,Honda CB Shine,28000,36000,11,Honda,0
829,Suzuki Gixxer SF,84000,3200,4,Suzuki,0
830,KTM Duke 390cc,160000,10500,5,KTM,0
831,TVS Apache RTR,74700,20194,2,TVS,0
832,Hero Splendor Plus,20600,30000,9,Hero,0
833,Suzuki GS 150,26900,53000,9,Suzuki,0
834,Royal Enfield Machismo,100000,48000,12,Royal Enfield,0
835,Yamaha FZ25 250cc,85000,13000,4,Yamaha,0
836,Hero CBZ Xtreme,30000,46700,10,Hero,0
837,Yamaha SZ RR,61000,10000,4,Yamaha,0
838,Yamaha YZF-R15 2.0,69825,28261,4,Yamaha,0
839,Royal Enfield Classic,117000,14640,5,Royal Enfield,0
840,TVS Star Sport,26000,12340,5,TVS,0
841,Royal Enfield Bullet,87500,13000,6,Royal Enfield,0
842,Bajaj Pulsar RS200,82000,17252,5,Bajaj,0
843,Hero Ignitor Disc,45000,12699,5,Hero,0
844,Bajaj Pulsar 150cc,20400,87000,11,Bajaj,0
847,Royal Enfield Classic,120000,5100,6,Royal Enfield,0
848,Honda CB Shine,52000,15583,4,Honda,0
849,Bajaj Pulsar 150cc,67000,26000,3,Bajaj,0
850,Royal Enfield Himalayan,180000,200,2,Royal Enfield,0
851,Hero Splendor NXG,22000,28938,9,Hero,0
852,Honda Dream Yuga,20000,18438,9,Honda,0
853,Bajaj Dominar 400,195000,6000,2,Bajaj,0
854,Royal Enfield Thunderbird,101900,18000,5,Royal Enfield,0
855,Royal Enfield Classic,108000,27000,6,Royal Enfield,0
856,Honda Livo 110cc,40000,14168,5,Honda,0
857,Hero CBZ 150cc,21000,50000,10,Hero,0
858,Yamaha FZS FI,48600,20559,4,Yamaha,0
859,Honda CB Unicorn,39300,53000,5,Honda,0
860,Honda CB Unicorn,45000,17000,5,Honda,0
861,Royal Enfield Thunderbird,90000,12000,8,Royal Enfield,0
862,KTM RC 390cc,150000,21000,6,KTM,0
863,Royal Enfield Classic,112000,25000,6,Royal Enfield,0
864,Hero Achiever Disc,45000,13400,4,Hero,0
865,Yamaha SZ-RR 150cc,35000,30000,5,Yamaha,2
866,TVS Apache RTR,90000,2684,3,TVS,0
867,TVS Apache RTR,78000,14500,3,TVS,0
868,Bajaj Discover 125ST,21700,28000,8,Bajaj,0
869,Bajaj Pulsar 150cc,21800,28000,8,Bajaj,0
870,Honda CBR 150R,65500,12000,8,Honda,0
871,Royal Enfield Thunderbird,175000,2382,2,Royal Enfield,0
872,KTM Duke 200cc,95000,27800,6,KTM,0
873,Yamaha YZF-R15 S,89025,5800,6,Yamaha,0
874,Royal Enfield Thunderbird,140000,5103,5,Royal Enfield,0
875,KTM Duke 125cc,145000,2476,2,KTM,0
876,Royal Enfield Bullet,108000,5000,5,Royal Enfield,0
877,TVS Apache RTR,93000,7500,3,TVS,0
878,Bajaj Avenger Street,54000,8000,5,Bajaj,0
879,Bajaj Pulsar AS150,63647,6750,5,Bajaj,0
880,KTM Duke 200cc,90000,31000,6,KTM,0
881,Royal Enfield Thunderbird,89000,6500,8,Royal Enfield,0
882,Bajaj V15 150cc,44000,2525,4,Bajaj,0
883,Royal Enfield Classic,82000,37654,9,Royal Enfield,2
885,Hero CBZ Xtreme,19000,25000,10,Hero,0
886,Bajaj V15 150cc,52000,7845,5,Bajaj,0
887,Yamaha FZ25 250cc,115204,9000,4,Yamaha,0
888,KTM RC 390cc,147000,15000,6,KTM,0
889,Bajaj Pulsar 150cc,85000,2500,2,Bajaj,0
890,Bajaj Discover 125ST,33000,50000,9,Bajaj,0
891,Hero Passion Pro,18600,49660,12,Hero,0
892,Bajaj Discover 100cc,20000,18000,10,Bajaj,0
893,Royal Enfield Classic,120000,16562,4,Royal Enfield,0
894,Hero CD Deluxe,29500,21017,9,Hero,0
895,Hero Splendor Plus,51300,2800,2,Hero,0
896,Hero Passion Pro,35242,3000,5,Hero,0
897,Bajaj Avenger 220cc,65000,20000,7,Bajaj,0
898,Bajaj Pulsar NS160,48000,51000,4,Bajaj,0
899,Royal Enfield Bullet,119000,1403,4,Royal Enfield,0
900,Hero Passion 100cc,21100,30000,16,Hero,0
901,Suzuki Gixxer 150cc,52200,4500,4,Suzuki,0
902,Bajaj V15 150cc,48000,27098,5,Bajaj,0
903,Royal Enfield Classic,120000,14164,6,Royal Enfield,0
904,Bajaj Pulsar 135LS,22000,40000,13,Bajaj,0
905,Royal Enfield Classic,101500,3000,8,Royal Enfield,0
906,Yamaha YZF-R15 2.0,61400,33000,9,Yamaha,0
907,KTM RC 200cc,110000,26000,6,KTM,0
908,Bajaj Pulsar AS200,70000,25000,5,Bajaj,0
909,Bajaj Avenger Cruise,68000,5800,4,Bajaj,0
910,Hero Passion Xpro,30000,26000,8,Hero,0
911,TVS Sport 100cc,30000,8000,5,TVS,0
912,Yamaha FZ25 250cc,108000,9700,4,Yamaha,0
913,Bajaj Dominar 400,150000,3300,4,Bajaj,0
914,Royal Enfield Thunderbird,174600,9200,4,Royal Enfield,0
915,Honda CB Trigger,33000,44020,7,Honda,0
916,Royal Enfield Classic,140000,5200,4,Royal Enfield,0
917,Yamaha FZs 150cc,27800,20000,10,Yamaha,0
918,KTM Duke 250cc,175000,7976,2,KTM,0
919,Royal Enfield Bullet,110000,17000,5,Royal Enfield,0
921,Bajaj Pulsar 200,53200,28100,7,Bajaj,0
922,Honda CBR 250R,65000,21000,8,Honda,0
923,Bajaj Avenger Cruise,69600,20500,3,Bajaj,0
924,Bajaj Pulsar 220cc,72000,50000,4,Bajaj,0
925,TVS Apache RTR,70000,9761,5,TVS,2
926,Hero Karizma ZMR,75700,14000,5,Hero,0
927,Bajaj Pulsar RS200,95000,11000,6,Bajaj,0
929,Royal Enfield Classic,113000,13000,5,Royal Enfield,0
930,Honda CB Trigger,40000,40600,7,Honda,0
931,Bajaj Pulsar RS200,101300,22500,4,Bajaj,0
932,Honda Dream Yuga,24000,52345,7,Honda,0
933,Hero Ignitor Disc,28000,33000,8,Hero,0
934,Bajaj V15 150cc,57000,500,4,Bajaj,0
935,Mahindra Mojo Tourer,175000,8000,3,Mahindra,0
936,Hero Passion Pro,35000,22000,8,Hero,0
937,TVS Star Sport,22900,12000,5,TVS,0
938,Bajaj Pulsar RS200,89100,13800,4,Bajaj,2
939,Yamaha Gladiator 125cc,19000,48568,14,Yamaha,0
941,Royal Enfield Classic,115700,15000,4,Royal Enfield,2
942,Hero Splendor iSmart,45000,4894,5,Hero,0
945,Yamaha YZF-R15 2.0,78000,29000,6,Yamaha,0
946,Mahindra Mojo 300cc,115000,35000,5,Mahindra,0
947,Honda CBR 150R,60000,15252,6,Honda,0
948,Royal Enfield Bullet,85000,23399,6,Royal Enfield,3
949,Bajaj Discover 135cc,20000,38576,11,Bajaj,0
950,Bajaj V15 150cc,41000,19500,4,Bajaj,2
951,Bajaj Pulsar 180cc,35000,41016,9,Bajaj,0
952,Bajaj Pulsar 220cc,65000,15112,5,Bajaj,0
953,Bajaj Pulsar RS200,110000,12300,5,Bajaj,0
954,Royal Enfield Classic,110000,46026,6,Royal Enfield,0
956,Honda Dream Yuga,26000,25000,7,Honda,0
957,Hero Passion Pro,30100,15823,5,Hero,0
958,Hero Passion Plus,10669,49000,15,Hero,0
959,Hero Splendor Plus,23500,26000,13,Hero,0
960,Honda CB Shine,37000,18110,6,Honda,0
961,Bajaj Pulsar RS200,90000,39000,6,Bajaj,0
962,Royal Enfield Thunderbird,155000,1650,2,Royal Enfield,0
963,Bajaj Pulsar NS,41300,49000,7,Bajaj,2
964,TVS Apache RTR,43000,28454,4,TVS,2
965,Hero Xtreme 150cc,25300,17000,8,Hero,0
966,Bajaj Pulsar NS160,65000,7200,3,Bajaj,0
967,Bajaj Pulsar RS200,121700,18000,5,Bajaj,0
968,Bajaj Platina 100cc,18000,25000,9,Bajaj,0
969,Hero Karizma R,24300,29000,11,Hero,0
970,Bajaj Boxer CT100,18000,50000,17,Bajaj,0
971,Bajaj V15 150cc,42000,15327,5,Bajaj,0
972,Yamaha FZ25 250cc,105000,10468,2,Yamaha,0
973,Yamaha YZF-R15 2.0,60000,37000,7,Yamaha,0
974,Royal Enfield Bullet,99999,55,15,Royal Enfield,2
975,Hero Passion Pro,50000,8191,4,Hero,0
976,Hero CBZ Xtreme,40000,40000,6,Hero,0
977,Bajaj Platina 100cc,20500,30000,9,Bajaj,0
978,Hero Splendor iSmart,31000,16278,5,Hero,0
979,Bajaj Pulsar 150cc,19000,98581,9,Bajaj,0
980,Bajaj Discover 125cc,19000,16206,9,Bajaj,0
981,Bajaj Pulsar NS200,45000,27000,9,Bajaj,0
982,Bajaj Dominar 400,137000,3297,4,Bajaj,0
983,Bajaj Dominar 400,114000,12000,4,Bajaj,0
984,Hero Passion Pro,30000,23000,6,Hero,0
985,Bajaj Discover 100cc,25000,16954,6,Bajaj,0
986,TVS Sport 100cc,34000,8048,3,TVS,0
987,Yamaha YZF-R15 V3,115000,1954,3,Yamaha,0
988,Hero Splendor Plus,21000,23039,9,Hero,0
989,Bajaj Platina ,30000,15059,3,Bajaj,0
990,Royal Enfield Classic,105000,21000,6,Royal Enfield,0
991,Royal Enfield Standard,102000,9700,7,Royal Enfield,0
992,Royal Enfield Classic,90000,8000,7,Royal Enfield,0
993,Honda CB Shine,30500,22422,9,Honda,0
994,Honda Dream Yuga,30000,61743,8,Honda,0
995,Bajaj V15 150cc,60000,4900,4,Bajaj,0
996,Bajaj Pulsar RS200,80000,21700,5,Bajaj,0
997,Royal Enfield Thunderbird,87550,15000,5,Royal Enfield,2
999,Hero Splendor iSmart,35000,7830,4,Hero,0
1000,Bajaj Avenger Street,55000,3500,5,Bajaj,0
1001,Royal Enfield Thunderbird,180000,9500,3,Royal Enfield,0
1002,Royal Enfield Classic,175000,16786,3,Royal Enfield,0
1003,Royal Enfield Thunderbird,155000,5192,4,Royal Enfield,0
1004,Bajaj V15 150cc,42000,30000,4,Bajaj,0
1005,Royal Enfield Bullet,92200,39000,5,Royal Enfield,0
1006,Royal Enfield Thunderbird,148000,7300,2,Royal Enfield,0
1007,TVS Star City,22918,79685,5,TVS,0
1008,Bajaj Pulsar 150cc,15000,12800,12,Bajaj,0
1009,Bajaj Dominar 400,110000,14000,4,Bajaj,2
1010,Royal Enfield Thunderbird,160000,5800,3,Royal Enfield,0
1011,Bajaj V15 150cc,40000,14500,5,Bajaj,0
1012,Hero Splendor Plus,23000,6957,13,Hero,0
1013,Yamaha Fazer 150cc,33000,42816,6,Yamaha,0
1014,Bajaj Pulsar AS150,45000,30000,5,Bajaj,0
1015,Bajaj Pulsar 180cc,13500,55239,12,Bajaj,0
1016,KTM Duke 200cc,61000,16000,9,KTM,3
1017,TVS Sport 100cc,24000,10000,5,TVS,0
1018,TVS Sport 100cc,25000,21539,4,TVS,0
1019,Honda CB Shine,25600,25000,7,Honda,0
1020,Honda CBR 150R,70000,34000,7,Honda,0
